Timestamp,TrialNumber,TargetShoulderPitch,TargetShoulderYaw,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualShoulderYaw,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ShoulderYawVel,ElbowVel,ShoulderPitchJerk,ShoulderYawJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20571,0,64.20571,1.190169,12.99611,3210.286,0,3210.286,160514.3,0,160514.3,0,1.190169,1190.169
0.02,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20573,0,0,1.190169,27.96047,-157304,0,-160514.3,8025715,0,8186229,0,1.190169,1190.169
0.0552789,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20573,3.924123E-06,0,1.190169,27.96047,4460689,0.0001112314,4549866,1.308996E+08,0.003152917,1.335183E+08,0,1.190169,1190.169
0.0664892,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20573,-3.924123E-06,0,1.190169,27.96045,-3.979041E+08,-0.0102723,-4.058648E+08,3.589242E+10,0.9262492,3.66105E+10,0,1.190169,1190.169
0.071235,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20574,-7.848247E-06,0,1.190169,27.96045,8.384344E+10,2.16285,8.552083E+10,1.775072E+13,457.9042,1.810584E+13,0,1.190169,1190.169
0.0742881,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20576,-1.56965E-05,0,1.190169,27.96045,-2.746174E+13,-708.4161,-2.801115E+13,9.022168E+15,232740.2,9.202669E+15,0,1.190169,1190.169
0.0776117,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20577,-1.177238E-05,0,1.190169,27.96044,8.262649E+15,213147.2,8.427954E+15,2.494317E+18,6.434458E+07,2.544219E+18,0,1.190169,1190.169
0.0808574,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-2.545722E+18,-6.567065E+07,-2.596652E+18,7.868825E+20,2.02988E+10,8.026251E+20,0,1.190169,1190.169
0.0847551,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,6.531344E+20,1.684857E+10,6.662012E+20,1.682223E+23,4.339543E+12,1.715878E+23,0,1.190169,1190.169
0.0885889,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-1.703621E+23,-4.394743E+12,-1.737705E+23,4.460725E+25,1.15071E+15,4.549967E+25,0,1.190169,1190.169
0.0917075,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,5.462776E+25,1.409204E+15,5.572066E+25,1.757139E+28,4.532798E+17,1.792292E+28,0,1.190169,1190.169
0.095013,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-1.652632E+28,-4.263209E+17,-1.685695E+28,5.016171E+30,1.293995E+20,5.116525E+30,0,1.190169,1190.169
0.0983825,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,4.904682E+30,1.265235E+20,5.002806E+30,1.460516E+33,3.767616E+22,1.489735E+33,0,1.190169,1190.169
0.1016077,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-1.520737E+33,-3.922966E+22,-1.551161E+33,4.730379E+35,1.220271E+25,4.825016E+35,0,1.190169,1190.169
0.1047967,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,4.768696E+35,1.230156E+25,4.8641E+35,1.500126E+38,3.869798E+27,1.530138E+38,0,1.190169,1190.169
0.1077895,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-1.593389E+38,-4.110383E+27,-1.625267E+38,Infinity,1.377534E+30,Infinity,0,1.190169,1190.169
0.1109765,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,1.289734E+30,Infinity,Infinity,4.059757E+32,Infinity,0,1.190169,1190.169
0.1147228,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-3.442688E+32,-Infinity,Infinity,9.223996E+34,Infinity,0,1.190169,1190.169
0.1184684,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,9.191287E+34,Infinity,Infinity,2.46308E+37,Infinity,0,1.190169,1190.169
0.1216051,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-2.930241E+37,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1249919,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1284291,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1313941,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1349065,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1381616,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1414396,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1452259,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1487615,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1518795,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1552605,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1587576,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1618942,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1651727,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1683475,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1717966,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1750874,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1786449,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1815719,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1848705,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1878849,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1913696,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1953494,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.1988796,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2019954,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2052007,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2092277,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2126032,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2157771,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2190384,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2219001,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2252404,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2287079,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2315543,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2345039,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2375234,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2405034,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2448273,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2478655,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2513489,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.254395,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2573673,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.260963,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.190169,27.96044,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
0.2646353,1,76.88551,-16.65221,54.5494,0.4392235,0.3585091,-0.5084497,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.190169,27.96044,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,1.190169,1190.169
